AvgLatitude,AvgLongitude,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,IncidentsCar,IncidentsMPV,IncidentsLDT,IncidentsMDT,IncidentsHDT,IncidentsOther,Geohash
43.66633,-79.3851,43.66516,-79.38583,43.66653,-79.38446,Toronto,,Ontario,Canada,CA-ON,0.0003,3,0,2,1,0,0,0,dpz83t1
43.751529999999995,-79.26544,43.75031,-79.26635999999999,43.75168,-79.26498000000001,Toronto,,Ontario,Canada,CA-ON,0.0002,4,3,0,0,1,0,0,dpz8uk8
43.76032,-79.41044000000001,43.75992,-79.41055,43.76129,-79.40918,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,1,1,1,0,0,dpz8byr
43.73938,-79.42387,43.73932,-79.42429,43.74069,-79.42291,Toronto,,Ontario,Canada,CA-ON,0.0007,5,0,2,1,2,0,0,dpz8bdt
43.72254,-79.23541,43.721470000000004,-79.23615,43.722840000000005,-79.23477,Toronto,,Ontario,Canada,CA-ON,0.0002,3,0,1,1,1,0,0,dpz8szq
43.654509999999995,-79.35786999999999,43.65417,-79.35837,43.65555,-79.35699,Toronto,,Ontario,Canada,CA-ON,0.0002,4,1,1,0,1,0,1,dpz865j
43.78921,-79.26931,43.788759999999996,-79.27048,43.79013,-79.2691,Toronto,,Ontario,Canada,CA-ON,0.0002,3,0,1,1,1,0,0,dpz9h5t
43.78637,-79.35225,43.78601,-79.35287,43.78738,-79.3515,Toronto,,Ontario,Canada,CA-ON,0.0003,3,0,1,1,1,0,0,dpz9471
43.69193,-79.28515,43.69125,-79.28558000000001,43.69263,-79.28421,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,0,2,1,0,0,dpz8ecf
43.7555,-79.3482,43.75443,-79.34875,43.7558,-79.34738,Toronto,,Ontario,Canada,CA-ON,0.0002,8,3,3,2,0,0,0,dpz8fmk
43.69042,-79.40276999999999,43.68988,-79.40369,43.69125,-79.40231,Toronto,,Ontario,Canada,CA-ON,0.0002,3,1,1,1,0,0,0,dpz891s
43.78107,-79.21176,43.78052,-79.2128,43.781890000000004,-79.21143000000001,Toronto,,Ontario,Canada,CA-ON,0.0004,3,0,0,0,1,0,2,dpz9j6p
43.75764,-79.23565,43.75717,-79.23615,43.75854,-79.23477,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,2,0,0,0,1,dpz8uvy
43.73375,-79.60491,43.73245,-79.60556,43.73383,-79.60419,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,2,0,0,0,1,dpz2u93
43.66626,-79.58799,43.66516,-79.58908000000001,43.66653,-79.58771,Toronto,,Ontario,Canada,CA-ON,0.0002,6,1,4,1,0,0,0,dpz2kvj
43.719120000000004,-79.60325,43.718720000000005,-79.60419,43.72009,-79.60280999999999,Toronto,,Ontario,Canada,CA-ON,0.0003,5,0,0,1,3,0,1,dpz2swf
43.79077,-79.39329000000001,43.79013,-79.39407,43.7915,-79.3927,Toronto,,Ontario,Canada,CA-ON,0.0002,3,1,1,0,0,0,1,dpz917g
43.75782,-79.33815,43.75717,-79.33914,43.75854,-79.33776999999999,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,2,0,0,0,1,dpz8ftg
43.699220000000004,-79.58034,43.69812,-79.58084000000001,43.699490000000004,-79.57947,Toronto,,Ontario,Canada,CA-ON,0.0002,5,0,2,0,1,0,2,dpz2t55
43.66762,-79.39874,43.66653,-79.39957,43.66791,-79.39819,Toronto,,Ontario,Canada,CA-ON,0.0002,3,1,1,1,0,0,0,dpz83jr
43.66734,-79.39344,43.66653,-79.39407,43.66791,-79.3927,Toronto,,Ontario,Canada,CA-ON,0.0001,3,1,1,0,1,0,0,dpz83m7
43.649440000000006,-79.45804,43.64868,-79.45862,43.65005,-79.45724,Toronto,,Ontario,Canada,CA-ON,0.0005,5,2,0,2,1,0,0,dpz2rfh
43.66677,-79.37416,43.66653,-79.37485,43.66791,-79.37347,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,1,1,0,0,1,dpz83v3
43.64613,-79.36887,43.64594,-79.36935,43.64731,-79.36798,Toronto,,Ontario,Canada,CA-ON,0.0002,4,0,1,0,0,0,3,dpz83ct
43.665729999999996,-79.45106,43.66516,-79.45175,43.66653,-79.45038000000001,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,0,2,1,0,0,dpz82j1
43.72683,-79.43149,43.725590000000004,-79.43253,43.72696,-79.43115,Toronto,,Ontario,Canada,CA-ON,0.0007,6,2,3,1,0,0,0,dpz8b2p
43.640209999999996,-79.39319,43.639070000000004,-79.39407,43.640440000000005,-79.3927,Toronto,,Ontario,Canada,CA-ON,0.0002,7,0,3,2,1,0,1,dpz8327
43.76234,-79.40835,43.76129,-79.40918,43.76266,-79.40781,Toronto,,Ontario,Canada,CA-ON,0.0002,5,3,0,1,0,0,1,dpz8cn8
43.65218,-79.52564,43.65143,-79.52591,43.6528,-79.52454,Toronto,,Ontario,Canada,CA-ON,0.0003,7,0,3,2,0,0,2,dpz2q6e
43.75542,-79.52648,43.75443,-79.52728,43.7558,-79.52591,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,2,0,1,0,0,dpz2ym6
43.70713,-79.36221,43.70636,-79.36249000000001,43.70773,-79.36111,Toronto,,Ontario,Canada,CA-ON,0.0001,3,1,0,0,1,0,1,dpz8dhd
43.78386,-79.3665,43.78326,-79.36661,43.78464,-79.36523000000001,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,1,0,1,0,1,dpz91fx
43.72786,-79.26615,43.72696,-79.26635999999999,43.72833,-79.26498000000001,Toronto,,Ontario,Canada,CA-ON,0.0011,6,0,1,0,0,0,5,dpz8u22
43.75185,-79.46724,43.75168,-79.46823,43.75305,-79.46686,Toronto,,Ontario,Canada,CA-ON,0.0006,4,1,1,0,0,0,2,dpz2zsv
43.78131,-79.23351,43.78052,-79.23477,43.781890000000004,-79.2334,Toronto,,Ontario,Canada,CA-ON,0.0001,4,1,1,2,0,0,0,dpz9hfp
43.66885,-79.4365,43.66791,-79.43665,43.66928,-79.43526999999999,Toronto,,Ontario,Canada,CA-ON,0.0002,3,1,0,2,0,0,0,dpz82ms
43.82796,-79.24941,43.82721,-79.24988,43.82858,-79.2485,Toronto,,Ontario,Canada,CA-ON,0.0001,3,2,0,1,0,0,0,dpz9kds
43.67033,-79.47773000000001,43.66928,-79.47784,43.67065,-79.47646999999999,Toronto,,Ontario,Canada,CA-ON,0.0002,3,0,2,0,0,0,1,dpz2rmy
43.65106,-79.43868,43.65005,-79.43939,43.65143,-79.43802,Toronto,,Ontario,Canada,CA-ON,0.0001,3,0,1,1,0,0,1,dpz8266
